Male,Partner,Dependents,SeniorCitizen,DurationMonths,PhoneService,MultipleLines,NoInternet,DSLInternet,FiberOpticInternet,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,MonthlyCharges,Contract,Churn
0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,48.6,Month-to-month,1
1,0,0,0,17,1,0,0,0,1,0,0,0,0,0,0,70.8,Month-to-month,0
1,1,1,0,10,1,0,0,1,0,0,0,1,0,1,0,60.2,Month-to-month,0
1,0,1,0,15,1,0,0,1,0,0,0,1,1,0,0,55.2,One year,0
0,0,0,1,40,0,0,0,1,0,1,1,0,0,1,1,55.8,Month-to-month,1
0,1,1,0,13,1,0,0,1,0,1,0,0,1,0,0,54.15,One year,0
1,1,0,0,29,1,1,0,0,1,0,1,0,0,0,0,80.15,Month-to-month,1
0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,75.5,Month-to-month,1
0,1,0,1,58,1,1,0,0,1,0,0,0,1,1,1,100.4,Month-to-month,0
0,0,0,0,45,1,0,0,1,0,1,1,0,1,0,0,62.55,One year,0
0,1,1,0,72,1,1,0,1,0,1,1,1,1,0,0,70.45,Two year,0
1,1,1,0,68,1,1,0,0,1,1,1,0,0,0,0,85.5,One year,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,20.2,Month-to-month,1
0,1,1,0,38,1,0,0,1,0,1,1,0,0,0,0,54.5,Month-to-month,0
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,20.75,Month-to-month,0
1,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,20.35,Month-to-month,0
0,1,0,1,20,1,0,0,0,1,0,0,0,0,1,1,91.0,One year,0
1,1,0,0,72,1,1,0,0,1,0,1,1,0,1,1,104.8,Two year,0
0,1,0,0,3,1,1,0,0,1,0,0,0,0,0,0,74.75,Month-to-month,1
1,0,0,0,23,1,1,0,0,1,0,0,1,1,1,1,104.05,Month-to-month,1
1,0,0,0,40,1,0,0,1,0,0,0,0,1,0,0,51.1,Month-to-month,0
1,1,0,1,62,1,1,0,0,1,0,1,0,0,0,1,89.8,Month-to-month,0
0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,0,20.55,Month-to-month,0
0,0,0,0,11,1,0,0,1,0,1,0,1,0,0,1,64.05,Month-to-month,0
1,1,0,1,7,1,1,0,0,1,0,0,0,0,0,0,74.85,Month-to-month,0
0,0,0,0,13,1,1,0,0,1,1,1,0,0,1,0,96.65,Month-to-month,1
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,20.05,Month-to-month,1
0,0,0,0,39,1,1,0,0,1,0,1,1,0,1,1,103.45,Month-to-month,1
1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,25.0,Month-to-month,0
1,0,0,0,58,1,0,1,0,0,0,0,0,0,0,0,20.3,Two year,0
1,0,1,0,6,1,1,1,0,0,0,0,0,0,0,0,26.35,Month-to-month,0
0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,19.9,Month-to-month,1
0,1,0,0,22,1,0,0,1,0,0,1,1,0,0,0,54.7,Month-to-month,0
1,1,0,0,14,0,0,0,1,0,0,0,0,0,1,1,46.35,Month-to-month,1
1,1,1,0,64,1,1,0,0,1,0,0,1,0,0,1,90.25,One year,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19.95,Month-to-month,1
1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,20.65,Month-to-month,0
1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,79.6,Month-to-month,1
1,0,1,0,39,1,1,1,0,0,0,0,0,0,0,0,25.45,One year,0
0,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,19.5,One year,0
1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,75.9,Month-to-month,1
1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,76.2,Month-to-month,1
1,1,0,0,64,1,1,0,1,0,1,0,0,0,1,0,66.15,One year,0
1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,19.25,Month-to-month,1
0,1,0,0,46,1,0,0,1,0,0,1,0,0,1,1,69.1,Month-to-month,0
0,1,1,1,28,0,0,0,1,0,0,1,0,0,0,1,39.1,One year,0
0,1,0,0,33,1,0,1,0,0,0,0,0,0,0,0,20.05,Month-to-month,0
1,1,1,0,39,1,0,0,1,0,1,1,1,0,0,0,59.8,One year,0
0,1,0,0,42,1,1,0,0,1,0,0,1,1,0,0,84.3,Month-to-month,1
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,48.6,Month-to-month,0
0,0,0,0,7,1,0,0,0,1,0,0,0,0,1,0,79.0,Month-to-month,1
1,1,0,1,70,1,0,0,0,1,1,1,1,0,1,1,105.35,Two year,0
1,0,0,0,65,1,1,1,0,0,0,0,0,0,0,0,25.1,Two year,0
1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,49.75,Month-to-month,0
1,1,0,0,18,1,1,0,0,1,0,0,0,0,1,1,94.75,Month-to-month,0
1,1,0,0,24,1,1,0,0,1,0,0,0,0,1,1,93.0,Month-to-month,0
1,0,0,0,63,1,1,0,1,0,1,0,1,1,0,1,71.9,Two year,0
0,0,1,0,44,1,1,0,1,0,0,1,0,0,1,1,77.55,One year,0
1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,19.85,Month-to-month,0
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,70.25,Month-to-month,1
0,1,1,0,37,1,1,0,0,1,0,0,0,0,1,1,95.25,Month-to-month,0
0,0,0,1,10,1,0,0,0,1,0,0,1,0,0,1,84.6,Month-to-month,1
1,0,0,0,34,0,0,0,1,0,0,0,0,0,0,0,25.05,Month-to-month,0
1,1,0,0,35,0,0,0,1,0,1,0,1,0,1,1,53.15,One year,0
0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,20.15,Month-to-month,0
0,1,0,1,39,1,1,0,0,1,0,0,0,1,1,1,101.25,Month-to-month,0
1,1,0,1,43,1,0,0,0,1,0,1,1,0,1,1,100.55,One year,0
0,1,1,0,17,1,1,1,0,0,0,0,0,0,0,0,24.1,Month-to-month,1
0,1,0,0,61,1,1,1,0,0,0,0,0,0,0,0,25.3,Two year,0
0,1,0,0,49,1,1,0,1,0,1,1,1,0,0,1,71.8,One year,0
1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,19.7,One year,0
0,1,1,0,64,0,0,0,1,0,0,1,1,1,0,1,49.85,Two year,0
1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,69.6,Month-to-month,0
1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,19.75,Month-to-month,0
1,1,0,0,40,1,0,0,0,1,0,1,1,0,0,0,80.8,One year,0
0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,60.0,Month-to-month,1
1,0,0,0,8,1,1,0,0,1,0,0,0,0,0,1,86.55,Month-to-month,1
0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,20.85,Month-to-month,1
0,1,0,1,34,1,0,0,1,0,0,0,1,1,1,0,64.2,One year,0
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,35.0,Month-to-month,0
0,0,0,0,39,0,0,0,1,0,0,0,1,0,1,1,50.75,Month-to-month,1
0,1,0,1,58,1,0,0,0,1,1,1,0,1,1,1,105.5,One year,1
1,1,1,0,45,1,0,1,0,0,0,0,0,0,0,0,19.2,Two year,0
1,0,0,1,6,1,0,0,0,1,1,0,0,0,1,0,85.15,Month-to-month,1
1,0,0,0,43,1,0,0,0,1,1,1,1,1,0,0,90.65,One year,0
1,1,1,0,41,1,0,1,0,0,0,0,0,0,0,0,20.0,Two year,0
1,0,0,0,5,1,0,0,0,1,0,1,0,0,0,0,74.65,Month-to-month,0
1,0,0,0,72,0,0,0,1,0,1,0,1,1,1,1,61.2,Two year,0
1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,19.95,One year,0
1,1,1,0,9,1,0,0,1,0,0,1,0,1,0,0,54.8,Month-to-month,0
1,1,0,1,72,1,1,0,1,0,0,0,1,0,1,1,73.45,Two year,0
0,1,0,0,33,1,0,0,1,0,0,0,0,1,0,0,51.45,One year,0
0,1,0,0,72,1,1,0,0,1,1,0,0,0,0,0,80.45,Two year,0
1,1,0,0,22,1,0,0,1,0,1,0,0,1,0,0,54.2,Month-to-month,1
0,1,0,0,70,1,1,0,0,1,0,1,1,1,1,1,109.5,One year,1
1,1,1,0,21,1,1,0,0,1,0,1,1,0,1,1,104.4,Month-to-month,1
1,0,0,0,15,1,0,0,0,1,0,0,1,0,1,0,85.3,Month-to-month,0
1,1,0,1,29,1,1,0,0,1,0,0,0,1,0,0,79.3,Month-to-month,0
0,1,1,0,15,1,0,0,1,0,0,1,1,1,1,1,76.5,Month-to-month,0
1,1,1,1,71,1,1,0,0,1,1,1,0,0,1,1,105.1,Month-to-month,1
1,0,0,1,72,1,1,1,0,0,0,0,0,0,0,0,25.4,Two year,0
0,1,0,0,19,1,1,0,0,1,0,0,0,0,1,0,86.85,Month-to-month,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19.65,Month-to-month,0
0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,75.7,Month-to-month,1
0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,45.55,Month-to-month,0
0,1,1,1,11,1,1,0,0,1,0,0,1,0,0,0,78.1,Month-to-month,0
0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,19.3,One year,0
0,1,0,0,70,1,1,0,0,1,0,1,1,1,1,1,110.5,Two year,0
0,1,0,1,20,1,1,0,0,1,0,0,1,0,1,0,90.8,Month-to-month,1
0,0,0,0,23,1,0,1,0,0,0,0,0,0,0,0,20.3,Month-to-month,0
1,0,0,1,49,1,1,0,1,0,1,1,1,1,0,1,81.35,Two year,0
0,1,1,0,4,1,1,0,0,1,0,1,0,0,1,1,97.95,Month-to-month,1
1,0,0,0,32,1,1,0,0,1,1,1,0,1,1,1,108.15,Month-to-month,1
1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,1,55.3,Month-to-month,0
1,1,0,1,69,0,0,0,1,0,1,1,0,0,1,1,56.55,Two year,0
1,0,0,0,6,1,0,0,0,1,0,0,0,0,1,0,80.5,Month-to-month,1
0,1,1,0,24,1,0,1,0,0,0,0,0,0,0,0,19.7,Two year,0
0,0,0,0,32,1,1,0,0,1,0,1,1,0,1,1,104.05,One year,0
0,0,0,0,27,1,0,0,1,0,1,1,0,0,0,0,52.85,Two year,0
0,1,0,1,27,1,1,0,0,1,1,0,0,1,1,1,104.3,Month-to-month,1
1,0,0,0,58,1,1,0,0,1,0,0,0,1,0,0,80.65,Month-to-month,0
1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,71.35,Month-to-month,1
0,1,1,0,18,1,1,1,0,0,0,0,0,0,0,0,24.65,Two year,0
0,1,1,0,47,1,0,1,0,0,0,0,0,0,0,0,21.3,Two year,0
0,1,1,0,70,1,1,0,0,1,0,1,1,1,1,1,110.2,Two year,0
0,0,0,0,13,1,1,0,0,1,0,1,1,1,0,0,89.4,Month-to-month,1
0,1,1,0,36,1,0,0,1,0,1,0,0,0,0,0,51.05,Month-to-month,0
1,0,0,0,67,1,0,1,0,0,0,0,0,0,0,0,19.8,Two year,0
0,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,19.9,Month-to-month,0
1,0,0,1,19,1,0,0,0,1,1,0,0,0,0,1,87.3,Month-to-month,0
0,1,1,0,71,1,0,1,0,0,0,0,0,0,0,0,19.85,Two year,0
1,1,1,0,72,1,1,0,1,0,1,1,1,1,1,1,89.4,Two year,0
0,1,1,0,48,1,0,1,0,0,0,0,0,0,0,0,20.0,Two year,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,20.05,Month-to-month,0
1,1,1,0,18,1,0,0,1,0,1,0,1,1,1,1,83.25,Month-to-month,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,20.6,Month-to-month,1
1,1,0,1,67,1,1,0,0,1,0,1,0,1,1,1,102.9,Two year,0
1,1,1,0,69,0,0,0,1,0,1,0,1,1,0,0,39.1,Two year,0
1,0,0,0,19,1,1,0,0,1,0,1,0,0,1,1,99.95,Month-to-month,1
1,1,0,1,72,1,1,0,0,1,1,1,1,1,1,1,114.5,Two year,0
0,0,0,1,38,1,0,1,0,0,0,0,0,0,0,0,20.2,Two year,0
1,1,0,1,40,1,0,0,1,0,0,0,0,0,0,1,55.8,One year,0
0,1,1,0,61,1,1,1,0,0,0,0,0,0,0,0,24.2,Two year,0
0,0,0,0,10,1,1,0,0,1,0,1,0,0,0,0,81.0,Month-to-month,1
1,1,0,0,32,1,1,0,1,0,1,0,0,1,1,0,72.8,One year,0
0,0,0,0,21,1,1,0,0,1,0,1,0,0,1,1,99.85,Month-to-month,0
0,0,0,1,59,1,1,0,0,1,0,0,1,0,1,1,99.5,One year,0
0,1,0,1,13,1,0,0,0,1,0,0,0,0,0,0,70.15,Month-to-month,1
0,0,0,0,47,1,0,1,0,0,0,0,0,0,0,0,20.25,Two year,0
1,1,1,0,69,1,1,1,0,0,0,0,0,0,0,0,26.0,Two year,0
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,19.9,Month-to-month,0
0,1,1,0,22,1,0,1,0,0,0,0,0,0,0,0,19.05,Month-to-month,0
1,1,0,1,15,1,1,0,0,1,1,0,1,0,1,0,96.5,Month-to-month,0
0,0,0,0,53,1,0,1,0,0,0,0,0,0,0,0,19.85,Two year,0
0,1,0,1,28,1,1,1,0,0,0,0,0,0,0,0,25.7,Month-to-month,0
1,0,0,0,22,1,0,1,0,0,0,0,0,0,0,0,20.3,One year,0
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,70.15,Month-to-month,1
1,1,0,1,16,1,0,0,0,1,0,0,1,1,0,1,91.55,Month-to-month,0
0,1,1,0,48,0,0,0,1,0,1,1,0,1,0,0,39.4,Two year,0
1,1,0,1,30,1,1,0,0,1,1,1,1,1,1,0,105.7,Month-to-month,0
0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,70.25,Month-to-month,0
1,0,0,1,57,1,1,0,0,1,1,0,0,1,0,1,93.75,Two year,0
0,1,0,1,68,1,1,0,0,1,1,1,0,0,0,1,96.55,One year,1
0,1,0,0,23,1,0,0,1,0,0,0,0,1,1,0,60.0,One year,0
0,1,0,0,65,1,0,0,1,0,0,0,0,1,1,0,59.8,Two year,0
1,1,0,0,44,1,0,0,0,1,0,0,0,0,1,1,90.65,One year,0
0,1,1,0,71,1,1,0,0,1,1,1,1,0,1,1,109.0,Two year,0
0,1,0,0,37,1,1,0,1,0,1,0,1,1,0,0,68.1,One year,0
0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,20.4,Month-to-month,0
1,1,1,0,69,1,1,0,1,0,0,1,1,1,1,1,81.95,Two year,0
0,0,0,0,35,1,0,0,1,0,1,1,1,0,0,0,60.55,Month-to-month,0
1,0,0,0,5,1,0,0,1,0,0,1,0,1,0,1,65.6,Month-to-month,0
1,1,1,0,58,1,1,0,0,1,0,0,0,0,1,0,82.5,Two year,0
1,1,0,0,72,1,1,0,1,0,1,1,1,1,0,1,82.3,Two year,0
1,1,0,0,72,1,1,0,1,0,1,1,1,1,0,0,68.15,Two year,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,20.3,Month-to-month,0
0,0,0,0,39,1,0,0,0,1,1,0,1,1,1,0,95.55,One year,1
1,1,1,0,53,1,0,1,0,0,0,0,0,0,0,0,20.2,One year,0
0,0,0,0,27,1,0,0,0,1,0,0,1,1,0,1,89.2,Month-to-month,0
0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,69.65,Month-to-month,1
0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,89.3,Month-to-month,1
0,1,0,0,18,1,0,0,0,1,1,0,0,0,0,0,74.8,Month-to-month,0
1,1,1,0,46,1,0,1,0,0,0,0,0,0,0,0,20.2,Two year,0
0,1,0,0,72,1,1,0,1,0,1,0,1,1,1,1,84.4,Two year,0
0,0,0,0,36,1,0,0,0,1,0,0,1,1,0,1,87.55,Month-to-month,1
0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,25.15,Month-to-month,0
0,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,19.8,Two year,0
0,1,1,0,40,0,0,0,1,0,0,1,0,0,1,1,50.85,Month-to-month,0
1,1,0,0,63,1,1,0,0,1,0,1,1,0,1,1,102.4,Month-to-month,0
0,0,0,1,15,1,0,0,0,1,1,0,1,1,0,1,96.3,Month-to-month,1
1,0,0,0,14,1,1,0,1,0,0,1,0,0,0,0,55.5,Month-to-month,0
1,1,0,1,72,1,1,0,0,1,0,1,1,1,1,1,109.75,Two year,0
1,0,0,0,39,1,1,0,0,1,1,1,0,0,1,1,106.4,Month-to-month,0
0,1,1,0,47,0,0,0,1,0,1,1,1,0,1,1,60.0,Two year,0
1,1,0,0,19,1,1,0,0,1,1,1,0,1,0,0,88.8,Month-to-month,0
0,0,0,0,5,1,1,0,0,1,0,0,0,0,1,0,85.2,Month-to-month,1
0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,1,35.1,Month-to-month,1
0,0,0,0,17,1,1,0,0,1,0,0,1,0,0,0,80.05,Month-to-month,0
1,1,0,1,34,1,1,0,0,1,0,0,0,0,0,0,75.55,Month-to-month,0
0,0,0,0,42,1,0,0,1,0,0,1,0,0,0,0,49.55,Month-to-month,0
1,1,0,0,5,1,1,0,0,1,0,1,0,0,0,0,81.3,Month-to-month,1
0,1,1,0,71,1,1,1,0,0,0,0,0,0,0,0,23.9,Two year,0
1,1,0,1,19,1,0,0,1,0,1,0,1,0,1,0,66.4,Month-to-month,0
0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,19.6,Month-to-month,1
1,0,0,0,57,1,0,1,0,0,0,0,0,0,0,0,18.8,Two year,0
1,1,0,0,72,1,1,0,0,1,0,1,1,1,1,1,108.4,Two year,0
0,0,0,0,6,1,0,0,0,1,0,1,0,0,0,1,85.95,Month-to-month,0
0,1,1,0,17,1,1,0,0,1,0,0,0,0,0,1,85.45,Month-to-month,1
1,1,0,0,61,1,1,0,1,0,0,1,1,0,1,1,80.9,Two year,0
1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,71.0,Month-to-month,1
1,1,1,0,48,1,1,0,0,1,1,1,1,1,1,1,111.8,Two year,0
1,0,0,0,16,1,0,1,0,0,0,0,0,0,0,0,20.6,Month-to-month,0
1,0,0,1,9,1,1,0,0,1,0,0,0,0,0,1,85.05,Month-to-month,1
0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,44.6,Month-to-month,0
1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,44.4,Month-to-month,1
1,0,0,0,65,1,1,0,0,1,0,1,1,0,1,1,105.1,Two year,0
0,1,1,0,70,1,1,0,0,1,1,1,1,1,1,1,115.15,Two year,0
1,1,0,0,60,1,0,0,1,0,1,0,0,0,1,0,59.8,One year,0
0,1,0,0,69,1,1,1,0,0,0,0,0,0,0,0,26.3,One year,0
0,0,0,1,35,1,0,0,0,1,0,0,0,0,0,0,70.55,Month-to-month,0
0,0,0,0,22,1,0,1,0,0,0,0,0,0,0,0,20.05,Month-to-month,0
1,1,1,0,66,1,1,0,1,0,0,1,1,0,1,1,79.85,Two year,0
1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,70.3,Month-to-month,1
0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,79.35,Month-to-month,1
1,1,1,0,34,1,1,0,0,1,0,0,1,0,0,1,90.05,Month-to-month,0
0,1,1,0,72,1,1,1,0,0,0,0,0,0,0,0,24.45,Two year,0
1,1,1,0,31,0,0,0,1,0,1,0,1,1,1,1,59.95,One year,0
1,0,1,0,30,1,1,1,0,0,0,0,0,0,0,0,25.35,One year,0
0,0,0,0,9,1,0,0,0,1,0,0,0,0,1,1,90.8,Month-to-month,1
1,1,1,0,20,1,0,0,0,1,0,0,0,0,0,0,70.45,Month-to-month,1
1,1,0,1,19,0,0,0,1,0,0,1,1,0,0,0,34.3,Month-to-month,0
0,1,0,0,65,1,1,0,0,1,1,0,1,0,1,1,105.05,Month-to-month,0
0,1,1,0,30,1,0,1,0,0,0,0,0,0,0,0,19.3,Two year,0
1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,19.15,One year,0
0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,1,51.4,Month-to-month,0
1,1,1,0,53,1,1,0,1,0,1,0,0,1,0,1,71.85,Month-to-month,0
1,1,0,1,7,1,1,0,0,1,0,0,0,0,0,0,75.4,Month-to-month,0
0,1,1,0,61,1,0,0,1,0,1,0,0,0,0,0,49.7,One year,0
1,0,0,1,70,0,0,0,1,0,0,0,0,0,1,1,45.25,One year,1
0,0,0,0,13,1,1,0,1,0,1,0,1,0,1,1,78.75,Month-to-month,0
1,1,0,1,35,1,1,0,0,1,0,0,1,0,0,0,81.6,One year,0
0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,70.4,Month-to-month,0
0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,75.8,Month-to-month,1
0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,76.1,Month-to-month,0
0,0,0,0,62,1,1,0,0,1,0,0,0,0,1,1,94.0,One year,0
1,1,1,0,72,1,1,0,0,1,1,1,1,1,0,1,103.95,Two year,0
1,1,0,0,63,1,0,1,0,0,0,0,0,0,0,0,19.95,Two year,0
1,0,0,1,20,1,0,0,0,1,0,0,0,0,0,0,71.3,Month-to-month,1
0,0,0,1,35,1,1,0,0,1,1,1,1,1,1,1,110.8,One year,0
1,1,0,1,21,1,0,0,0,1,0,0,0,0,0,0,69.1,Month-to-month,1
1,1,0,0,62,1,1,0,0,1,1,1,0,0,0,1,96.1,One year,0
0,0,0,0,15,1,1,0,1,0,0,0,0,0,0,0,48.8,Month-to-month,0
0,0,0,0,55,1,0,0,1,0,1,0,0,0,0,0,50.55,Month-to-month,0
0,0,0,0,11,1,0,0,1,0,0,0,0,0,0,0,44.65,Month-to-month,0
0,1,1,0,17,1,1,0,0,1,0,0,1,0,1,0,88.25,Month-to-month,1
0,0,0,0,61,1,0,1,0,0,0,0,0,0,0,0,19.45,One year,0
0,1,0,0,71,1,1,0,1,0,1,1,1,1,1,1,89.3,Two year,0
0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,70.0,Month-to-month,1
1,0,0,0,35,1,0,1,0,0,0,0,0,0,0,0,19.25,Two year,0
0,0,0,0,17,1,0,0,0,1,0,0,0,0,0,0,70.5,Month-to-month,0
0,0,0,0,21,1,1,0,0,1,0,0,0,0,1,1,97.35,Month-to-month,1
0,1,0,0,47,1,0,1,0,0,0,0,0,0,0,0,19.65,Two year,0
0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,20.85,Month-to-month,0
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,19.65,Month-to-month,0
1,1,0,1,44,1,0,1,0,0,0,0,0,0,0,0,19.35,Two year,0
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,44.0,Month-to-month,0
0,1,1,0,44,1,1,0,0,1,0,1,1,0,0,1,94.4,One year,0
1,1,1,0,5,1,1,1,0,0,0,0,0,0,0,0,25.9,Month-to-month,1
1,0,0,0,24,1,1,0,1,0,1,0,0,0,0,0,55.65,Month-to-month,1
0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,69.65,Month-to-month,1
0,0,0,0,18,1,0,0,0,1,1,0,0,0,0,0,75.4,Month-to-month,0
0,0,0,0,10,1,1,0,0,1,0,0,1,0,1,1,100.6,Month-to-month,1
0,1,0,0,65,1,0,0,1,0,1,1,1,0,0,1,71.0,Two year,0
0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,86.0,Month-to-month,1
0,0,0,0,53,1,1,0,0,1,1,0,1,0,1,1,106.95,One year,1
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,21.2,One year,0
1,1,0,0,33,1,0,0,1,0,1,1,0,1,0,0,61.05,Two year,0
1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,29.6,Month-to-month,1
0,0,0,0,34,1,0,0,1,0,1,0,1,1,1,1,79.95,One year,0
0,1,1,0,14,1,0,1,0,0,0,0,0,0,0,0,19.7,Two year,0
0,0,0,0,13,1,0,1,0,0,0,0,0,0,0,0,20.3,Month-to-month,0
1,1,0,1,46,0,0,0,1,0,0,1,1,1,1,1,59.9,One year,1
1,1,1,0,23,1,1,1,0,0,0,0,0,0,0,0,24.35,One year,0
0,1,1,0,47,1,0,1,0,0,0,0,0,0,0,0,19.75,Two year,0
1,0,1,0,17,1,0,0,1,0,1,0,0,0,0,0,50.3,Month-to-month,0
0,1,1,0,49,1,1,0,0,1,0,0,0,0,1,1,95.6,Month-to-month,1
1,1,0,1,59,0,0,0,1,0,0,1,0,0,1,1,50.25,Month-to-month,0
0,0,0,0,69,1,1,0,1,0,1,0,1,1,1,1,85.35,Two year,0
1,0,0,0,11,0,0,0,1,0,0,0,1,0,1,0,41.6,One year,1
1,0,0,0,10,1,0,0,1,0,1,0,0,0,0,0,51.65,Month-to-month,0
1,1,1,0,12,1,1,1,0,0,0,0,0,0,0,0,24.0,Two year,0
1,0,0,0,45,1,1,0,0,1,0,1,0,0,1,1,100.85,Month-to-month,1
0,1,1,0,39,1,0,0,1,0,0,0,1,0,1,0,59.85,Month-to-month,0
1,1,0,1,71,1,1,1,0,0,0,0,0,0,0,0,25.45,Two year,0
1,1,1,0,71,1,1,1,0,0,0,0,0,0,0,0,23.9,Two year,0
0,1,1,0,33,1,1,1,0,0,0,0,0,0,0,0,24.15,One year,0
1,0,0,1,67,1,1,0,0,1,0,0,0,0,0,0,75.7,Month-to-month,0
1,1,1,0,37,0,0,0,1,0,1,1,1,0,0,0,40.2,Month-to-month,1
1,1,1,0,49,1,1,0,0,1,0,0,0,0,1,0,84.5,Month-to-month,1
0,1,0,0,9,1,0,0,1,0,0,1,0,0,0,0,50.85,Month-to-month,0
1,1,0,0,52,1,1,0,0,1,1,0,1,1,0,0,91.6,Two year,0
0,0,0,0,70,1,1,0,0,1,0,1,0,0,1,1,98.9,One year,0
1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,85.0,Month-to-month,0
0,0,0,1,14,1,1,0,0,1,0,1,0,0,0,0,78.95,Month-to-month,1
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,44.3,Month-to-month,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,20.2,Month-to-month,1
0,0,0,0,52,1,1,0,0,1,0,1,0,0,0,0,80.2,One year,0
1,0,0,0,6,1,0,0,1,0,0,0,1,0,1,0,60.9,Month-to-month,0
1,1,0,0,7,0,0,0,1,0,1,1,0,0,0,0,34.2,Month-to-month,0
0,0,0,1,47,1,1,0,0,1,0,1,1,0,0,0,85.2,Month-to-month,1
0,0,0,0,26,1,0,0,0,1,1,0,1,1,0,0,87.15,One year,0
1,1,1,0,25,1,0,0,1,0,1,0,0,1,0,0,54.3,Month-to-month,0
1,0,0,0,69,1,0,1,0,0,0,0,0,0,0,0,19.1,Two year,0
0,0,0,0,72,1,1,0,0,1,1,1,1,1,1,1,112.75,Two year,0
1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,19.95,Month-to-month,0
1,1,1,0,59,1,0,1,0,0,0,0,0,0,0,0,19.5,Two year,0
1,0,0,0,67,1,0,0,1,0,1,0,1,0,0,1,65.55,Two year,0
0,0,0,1,26,1,0,0,0,1,0,0,0,0,0,1,78.8,Month-to-month,0
